id,price
0,17176.181239858754
1,71029.08438213464
2,49679.348392792876
3,24582.637259376188
4,27127.020856718955
5,16715.763721961237
6,9747.200427790332
7,35095.86473500454
8,64276.57047180944
9,29708.264497233526
10,17857.2146160959
11,9360.330179267454
12,43579.228323220166
13,70177.84689885915
14,14788.658631567341
15,53098.53126684077
16,18833.5445599264
17,9632.814495908606
18,67120.78406035551
19,55578.46960680753
20,59582.26673977921
21,19062.07133922178
22,37396.70474244283
23,18747.600517351588
24,19266.626468468407
25,54009.0374266175
26,23739.800189363596
27,12692.097418967665
28,62661.172103914374
29,23716.139967632298
30,83302.27521172492
31,29412.129980675847
32,35407.16909474511
33,27029.930417998312
34,13452.234578273596
35,39266.22523294907
36,16453.450673735806
37,15207.453359625066
38,29726.240538536356
39,85558.50930343768
40,19100.772127061962
41,33179.959845608326
42,36764.504976304015
43,30128.373101440648
44,10319.373075937394
45,32953.2637403637
46,36522.95041910247
47,40468.013299877566
48,76855.56183805838
49,22195.622936662294
50,70813.62690911104
51,29843.13772982103
52,38718.06540373222
53,32613.25872234544
54,53334.15187544852
55,23250.39145679558
56,12794.22285082173
57,19555.078154378134
58,23815.589181192896
59,35171.63447327023
60,36202.1945402578
61,62040.319445436224
62,22643.4035971676
63,36915.60218071563
64,26617.58078526946
65,25255.09227119586
66,13488.298003063768
67,56317.44697313145
68,53267.148740201446
69,29398.61270164149
70,74958.44495720125
71,10012.175074969822
72,29921.83464024979
73,32269.233688182976
74,47689.26387390983
75,13074.96446229285
76,45932.213473915384
77,36239.27863160438
78,20839.72958384124
79,65948.03320048266
80,21087.671336139545
81,14702.57510070677
82,30432.569360353045
83,65601.94554202093
84,43674.49708226774
85,21274.476974410114
86,73193.57489558149
87,12317.129112183491
88,22052.563179470148
89,164732.3447291269
90,62776.0934629337
91,41324.83079524727
92,24608.018040975592
93,11393.77821619303
94,74023.74617868575
95,58554.283326677825
96,20825.158346294247
97,26760.424171235187
98,51318.115350952925
99,43137.442795085386
100,53501.60097354915
101,8591.749959902438
102,19743.551547830142
103,48833.116777604344
104,8591.791902700175
105,24342.922685751473
106,20504.161931731833
107,10712.78190296227
108,24403.254801310766
109,13065.705903943533
110,75420.2823719878
111,68185.31699690896
112,49302.03793525373
113,8994.191068618853
114,18300.8738197575
115,23454.109741125892
116,33402.68948217842
117,90732.24204964968
118,42838.193645364256
119,50288.480687795185
120,55049.84294499793
121,7365.086664723609
122,18031.510964807632
123,24179.494350446126
124,33876.33058191383
125,9796.309354630128
126,53469.02747084985
127,9958.604077894806
128,68020.97153119015
129,8143.12913537233
130,16259.681097993618
131,74883.3083467228
132,131863.74194841943
133,22723.296310219626
134,10501.553300542424
135,14078.428609048797
136,24961.324150186883
137,56372.887150598675
138,20921.617991473995
139,17433.17373307214
140,56506.261612257666
141,11768.06307964092
142,27445.314115483838
143,42322.631661362575
144,8705.889162231615
145,27677.3317964971
146,40862.54715652877
147,43470.51816489698
148,11468.152518717934
149,14282.812350057346
150,10936.786937466391
151,69754.32454663499
152,45221.31403967997
153,77730.55009845324
154,18709.455761917776
155,34445.02905437371
156,11347.507714397696
157,30729.48869125316
158,28829.11019769567
159,33408.06641968323
160,11188.434871025484
161,14197.800630160356
162,15428.276635582855
163,62915.95815499719
164,28216.87907334171
165,10541.102650622805
166,51678.901132601924
167,135781.88752142928
168,24669.853326385084
169,11374.96318285685
170,78202.17539520116
171,49317.51191811617
172,23074.84981181276
173,62922.91019561294
174,10356.112317608993
175,21226.860850438996
176,12045.939761046158
177,18600.52340534923
178,25518.1695073799
179,58998.97057476334
180,31427.91716221215
181,19441.465663197934
182,37088.611866157145
183,46246.487036041624
184,10621.761398144507
185,15991.823761236388
186,26392.617442604413
187,16029.465758546079
188,69527.77741026397
189,48719.97782625977
190,20258.419785041588
191,26958.0528176913
192,10100.372242266181
193,41314.701062955195
194,11822.305001800574
195,43999.70019289942
196,16848.989556380384
197,44077.12751063827
198,46749.40168969318
199,35133.84434118186
200,17491.835357975007
201,9304.95981798098
202,7490.440783894814
203,8469.752281545356
204,67437.49832448007
205,44578.384266514106
206,47572.24330916509
207,78693.37985651079
208,38706.111118172514
209,20605.191565156572
210,22264.7457517378
211,67199.62604565443
212,48322.41031759202
213,36104.334792703376
214,31752.671507164247
215,14462.872583805005
216,42781.225370214575
217,7791.033616959659
218,49408.85358815649
219,73810.80580722576
220,9135.789749167903
221,31513.83896644193
222,48006.79231101721
223,32027.49973965746
224,20542.896980632824
225,8787.869933266322
226,17071.452447771404
227,10383.497410280892
228,37102.767416343435
229,46741.145383656956
230,29259.538728619165
231,14178.814116127118
232,49540.98209739855
233,29856.850646267685
234,10108.910305179403
235,30140.54917809961
236,53235.64687094462
237,39008.74310876253
